phase,global_episode,episode_return,episode_score,best_score,time_elapsed_s,val_mean_score,val_best_score
1,1,-4.9310115227289515,30.869526251032944,30.869526251032944,0,,
1,2,-2.8393341860547636,33.568245840445165,33.568245840445165,0,,
1,3,7.287938539702438,43.69551856620237,43.69551856620237,0,,
1,4,0.45298335637897225,36.8605633828789,43.69551856620237,0,,
1,5,-4.4945966695621635,31.912983356937765,43.69551856620237,0,,
1,6,1.0643790022656319,37.47195902876556,43.69551856620237,0,,
1,7,2.425275289695712,38.83285531619564,43.69551856620237,0,,
1,8,0.6807682457566244,37.08834827225655,43.69551856620237,1,,
1,9,9.463354675304139,45.87093470180407,45.87093470180407,1,,
1,10,4.16860435364768,40.57618438014761,45.87093470180407,1,,
1,11,7.327067862134427,38.867605635896325,45.87093470180407,1,,
1,12,-24.921613312438136,11.485966714061792,45.87093470180407,1,,
1,13,-2.5018950049951627,33.905685021504766,45.87093470180407,1,,
1,14,2.945556980017578,39.35313700651751,45.87093470180407,1,,
1,15,-1.0440717010572484,35.36350832544268,45.87093470180407,1,,
1,16,-1.6361331610754206,34.77144686542451,45.87093470180407,1,,
1,17,8.070909091662621,44.47848911816255,45.87093470180407,2,,
1,18,-14.802791291680187,21.604788734819742,45.87093470180407,2,,
1,19,-16.036901406832044,20.370678619667885,45.87093470180407,2,,
1,20,3.871933419834818,40.27951344633475,45.87093470180407,2,,
1,21,-9.735364915318783,36.352215111181145,45.87093470180407,2,,
1,22,10.559897568188603,46.96747759468853,46.96747759468853,2,,
1,23,2.771037132870404,39.17861715937033,46.96747759468853,2,,
1,24,2.215032012723391,38.62261203922332,46.96747759468853,2,,
1,25,-7.336517284698786,29.071062741801143,46.96747759468853,3,,
1,26,1.9729577472619653,38.380537773761894,46.96747759468853,3,,
1,27,-5.337541612871,31.07003841362893,46.96747759468853,3,,
1,28,-15.212650445308544,21.194929581191385,46.96747759468853,3,,
1,29,-14.932010240759702,21.475569785740227,46.96747759468853,3,,
1,30,-17.054443018492314,19.353137008007614,46.96747759468853,3,,
1,31,-7.124583864398296,38.96299616210163,46.96747759468853,3,,
1,32,16.771037132870404,53.17861715937033,53.17861715937033,4,,
1,33,-2.53792573425919,33.86965429224074,53.17861715937033,4,,
1,34,8.200512163341038,44.60809218984097,53.17861715937033,4,,
1,35,-2.3061203574016744,34.101459669098254,53.17861715937033,4,,
1,36,-4.286658130604778,32.12092189589515,53.17861715937033,4,,
1,37,1.0618181833252365,37.469398209825165,53.17861715937033,4,,
1,38,2.147861718032509,38.55544174453244,53.17861715937033,4,,
1,39,1.168988476525982,37.57656850302591,53.17861715937033,5,,
1,40,-6.950115236509589,29.45746478999034,53.17861715937033,5,,
1,41,-11.153674773480748,24.85390525301918,53.17861715937033,5,,
1,42,-2.643815618641682,33.76376440785825,53.17861715937033,5,,
1,43,2.5470678621344263,38.954647888634355,53.17861715937033,5,,
1,44,-4.842663250006737,31.56491677649319,53.17861715937033,5,,
1,45,9.301306018959735,45.708886045459664,53.17861715937033,6,,
1,46,9.880896286964415,46.28847631346434,53.17861715937033,6,,
1,47,-2.1458642749860957,34.26171575151383,53.17861715937033,6,,
1,48,-12.87574903894216,23.53183098755777,53.17861715937033,6,,
1,49,-2.5421510866656902,33.86542893983424,53.17861715937033,6,,
1,50,-1.076901406832043,35.330678619667886,53.17861715937033,6,,
1,51,-13.347554417569185,29.951062741801145,53.17861715937033,7,,
1,52,-1.7994878366589546,34.608092189840974,53.17861715937033,7,,
1,53,1.8479641490988428,38.25554417559877,53.17861715937033,7,,
1,54,2.65912932243198,39.06670934893191,53.17861715937033,7,,
1,55,-5.098565940298144,31.309014086201785,53.17861715937033,7,,
1,56,-11.537541612870992,24.870038413628937,53.17861715937033,7,,
1,57,-6.526120357401673,29.881459669098255,53.17861715937033,7,,
1,58,6.979615877121681,43.38719590362161,53.17861715937033,8,,
1,59,-3.0654801518283747,33.342099874671554,53.17861715937033,8,,
1,60,-3.808962867129601,32.59861715937033,53.17861715937033,8,,
1,61,2.276696544978776,37.87221511118115,53.17861715937033,8,,
1,62,3.372573624383655,39.780153650883584,53.17861715937033,8,,
1,63,3.5639948798529772,39.971574906352906,53.17861715937033,8,,
1,64,-7.481920614391569,28.92565941210836,53.17861715937033,8,,
1,65,3.7433802834898273,40.150960309989756,53.17861715937033,8,,
1,66,-4.1704737492464545,32.237106277253474,53.17861715937033,9,,
1,67,-2.850473749246447,33.55710627725348,53.17861715937033,9,,
1,68,-0.5871702939458174,35.82040973255411,53.17861715937033,9,,
1,69,-1.7194878366589634,34.688092189840965,53.17861715937033,9,,
1,70,0.4098847634904068,36.81746478999034,53.17861715937033,9,,
1,71,2.588962867129588,39.39551856620237,53.17861715937033,9,,
1,72,-9.20624839758501,27.201331628914918,53.17861715937033,9,,
1,73,14.48051216334104,50.88809218984097,53.17861715937033,10,,
1,74,0.320768245756625,36.728348272256554,53.17861715937033,10,,
1,75,-6.628066580165175,29.779513446334754,53.17861715937033,10,,
1,76,-14.203943659849472,22.203636366650457,53.17861715937033,10,,
1,77,-3.435620997268707,32.97195902923122,53.17861715937033,10,,
1,78,-7.295620997268706,29.111959029231222,53.17861715937033,10,,
1,79,-11.633674772735684,24.77390525376424,53.17861715937033,10,,
1,80,-5.228962867129603,31.178617159370326,53.17861715937033,11,,
1,81,-0.414852751512079,38.91272727498785,53.17861715937033,11,,
1,82,-11.166658130604777,25.240921895895152,53.17861715937033,11,,
1,83,-11.957259921059013,24.450320105440916,53.17861715937033,11,,
1,84,6.687938539702444,43.09551856620237,53.17861715937033,11,,
1,85,-7.364583864398298,29.04299616210163,53.17861715937033,11,,
1,86,-4.9945966695621635,31.412983356937765,53.17861715937033,11,,
1,87,-8.277029448039833,28.130550578460095,53.17861715937033,12,,
1,88,-1.857925734259183,34.549654292240746,53.17861715937033,12,,
1,89,8.769756723027676,45.177336749527605,53.17861715937033,12,,
1,90,5.869756722282624,42.27733674878255,53.17861715937033,12,,
1,91,-9.420128041207782,27.678489118162545,53.17861715937033,12,,
1,92,-0.3329321378655763,36.07464788863435,53.17861715937033,12,,
1,93,4.864763125889006,41.272343152388935,53.17861715937033,13,,
1,94,-7.058437899835411,29.349142126664518,53.17861715937033,13,,
1,95,-12.038309857882563,24.369270168617366,53.17861715937033,13,,
1,96,-1.4461203574016679,34.96145966909826,53.17861715937033,13,,
1,97,3.77231754243374,40.17989756893367,53.17861715937033,13,,
1,98,12.216927016228446,48.624507042728375,53.17861715937033,13,,
1,99,-3.701920614391568,32.70565941210836,53.17861715937033,13,,
1,100,-0.5274263756163435,35.880153650883585,53.17861715937033,14,,
1,101,-7.887682457566257,36.81989756893367,53.17861715937033,14,,
1,102,8.473367478791623,44.88094750529155,53.17861715937033,14,,
1,103,-14.37546734787524,22.03211267862469,53.17861715937033,14,,
1,104,-11.32,25.08758002649993,53.17861715937033,14,,
1,105,16.120896286964417,52.528476313464346,53.17861715937033,14,,
1,106,-7.998693981040269,28.40888604545966,53.17861715937033,14,,
1,107,-6.134852751512085,30.272727274987844,53.17861715937033,15,,
1,108,8.258745199553672,44.6663252260536,53.17861715937033,15,,
1,109,-14.951011523474012,21.456568503025917,53.17861715937033,15,,
1,110,-4.499974390603597,31.90760563589633,53.17861715937033,15,,
1,111,-7.029090908337388,31.078489118162537,53.17861715937033,15,,
1,112,3.5734699106030092,39.98104993710294,53.17861715937033,15,,
1,113,-16.295108833927667,20.11247119257226,53.17861715937033,15,,
1,114,1.9556722175516228,38.36325224405155,53.17861715937033,15,,
1,115,4.630934701059019,41.03851472755895,53.17861715937033,16,,
1,116,8.180896286964419,44.58847631346435,53.17861715937033,16,,
1,117,9.256952626369895,45.66453265286982,53.17861715937033,16,,
1,118,3.3796158771216795,39.78719590362161,53.17861715937033,16,,
1,119,8.058104995749893,44.46568502224982,53.17861715937033,16,,
1,120,-1.5883226625807652,34.819257363919164,53.17861715937033,16,,
1,121,12.141280409842729,50.18847631346434,53.17861715937033,16,,
1,122,-6.027170293945822,30.380409732554106,53.17861715937033,17,,
1,123,-13.22845070378855,23.17912932271138,53.17861715937033,17,,
1,124,-5.136389243490989,31.27119078300894,53.17861715937033,17,,
1,125,4.453341869395224,40.86092189589515,53.17861715937033,17,,
1,126,-6.079103713035579,30.32847631346435,53.17861715937033,17,,
1,127,9.587938539702435,45.995518566202364,53.17861715937033,17,,
1,128,7.462714469544586,43.870294496044515,53.17861715937033,17,,
1,129,-1.7945966703072145,34.612983356192714,53.17861715937033,18,,
1,130,7.167964149098843,43.57554417559877,53.17861715937033,18,,
1,131,-14.207810499239706,40.67976952726023,53.17861715937033,18,,
1,132,-10.898565940298138,25.50901408620179,53.17861715937033,18,,
1,133,-4.892035850901152,31.515544175598777,53.17861715937033,18,,
1,134,0.6710371328704028,37.07861715937033,53.17861715937033,18,,
1,135,-4.686274006981407,31.721306019518522,53.17861715937033,18,,
1,136,5.459129322431977,41.866709348931906,53.17861715937033,19,,
1,137,12.987938539702448,49.39551856620238,53.17861715937033,19,,
1,138,14.661177977286279,51.06875800378621,53.17861715937033,19,,
1,139,-11.240358513481919,25.16722151301801,53.17861715937033,19,,
1,140,-0.4881946213729691,35.91938540512696,53.17861715937033,19,,
1,141,-9.626274006981408,20.87387964315712,53.17861715937033,19,,
1,142,-1.3544430199824262,35.0531370065175,53.17861715937033,20,,
1,143,1.4323175424337293,37.83989756893366,53.17861715937033,20,,
1,144,2.425531370900572,38.8331113974005,53.17861715937033,20,,
1,145,-0.028962867129600056,36.37861715937033,53.17861715937033,20,,
1,146,3.5213060189597343,39.92888604545966,53.17861715937033,20,,
1,147,-3.3058642742410314,33.1017157522589,53.17861715937033,20,,
1,148,-10.967170293945816,25.440409732554112,53.17861715937033,21,,
1,149,-7.559206144101914,28.848373882398015,53.17861715937033,21,,
1,150,-0.23728553045540934,36.17029449604452,53.17861715937033,21,,
1,151,-1.306427659075709,36.11656850302592,53.17861715937033,21,,
1,152,1.7633546753041358,38.170934701804065,53.17861715937033,21,,
1,153,-12.305480151362719,24.10209987513721,53.17861715937033,21,,
1,154,-9.487682457566258,26.91989756893367,53.17861715937033,21,,
1,155,-1.0275544168241382,35.38002560967579,53.17861715937033,21,,
1,156,5.289756722282618,41.69733674878255,53.17861715937033,22,,
